Treatment,Botrytis,Drought,High Light,Pst,Long Day Senescence,Short Day Senescence
CATMA1A69630,1,0,0,1,1,0
CATMA1A69640,1,1,1,0,0,0
CATMA1A69660,0,0,1,1,0,0
CATMA1A69670,1,0,1,0,1,0
CATMA1a69720,0,0,0,1,0,1
CATMA1A69730,0,1,0,1,0,0
CATMA1A69750,1,0,1,1,0,0
CATMA1A69760,1,0,1,1,1,1
CATMA1A69770,0,1,0,0,1,1
CATMA1A69780,0,0,0,1,0,0
CATMA1A69790,0,0,0,1,0,0
CATMA1A69800,1,0,0,0,1,1
CATMA1A69810,0,0,0,1,1,0
CATMA1A69850,0,0,1,1,0,0
CATMA1A69860,0,1,0,0,0,0
CATMA1A69900,1,0,0,0,0,0
CATMA1A69910,0,0,1,0,1,0
CATMA1A69930,0,0,0,0,1,1
CATMA1A69940,0,0,1,0,0,0
CATMA1A69960,1,0,0,0,0,1
CATMA1A69970,0,0,1,0,0,0
CATMA1A69980,0,0,0,1,0,1
CATMA1A69990,1,0,0,1,1,1
CATMA1A70010,0,0,0,0,1,0
CATMA1a70020,0,1,0,0,0,0
CATMA1A70050,1,0,0,1,0,0
CATMA1A70055,0,0,0,0,1,1
CATMA1A70060,0,1,0,1,0,1
CATMA1A70080,1,0,0,0,1,0
CATMA1A70090,0,0,1,1,1,0
CATMA1A70100,1,0,1,0,1,0
CATMA1a70110,1,0,1,0,0,0
CATMA1A70120,0,0,1,0,1,1
CATMA1A70145,0,0,1,0,1,1
CATMA1A70150,1,0,1,0,0,0
CATMA1A70160,1,0,1,0,1,0
CATMA1A70170,0,0,0,0,1,1
CATMA1A70190,0,0,0,0,1,0
CATMA1b00180,0,0,1,0,1,0
CATMA1b01183,0,0,0,0,1,0
CATMA1b02715,1,0,1,0,0,0
CATMA1b03855,0,0,0,0,1,0
CATMA1b04370,1,1,1,1,1,0
CATMA1b05435,0,0,0,0,0,1
CATMA1b06874,0,1,0,0,1,0
CATMA1b09075,1,0,0,0,1,1
CATMA1b09795,1,0,1,0,0,1
CATMA1b11820,1,1,0,0,1,1
CATMA1b11960,0,0,0,0,1,0
CATMA1b12935,1,0,0,0,0,0
CATMA1b13325,0,1,0,0,0,0
CATMA1b13933,0,0,0,1,0,0
CATMA1b14280,1,0,0,0,0,0
CATMA1b15443,1,0,0,1,1,0
CATMA1b17040,0,0,1,0,0,0
CATMA1b17930,0,1,0,0,1,0
CATMA1b17945,1,0,1,0,0,0
CATMA1b19326,0,0,0,0,0,1
CATMA1b20325,0,0,0,1,0,1
CATMA1b20815,0,0,1,0,0,0
CATMA1b21105,1,0,1,0,0,0
CATMA1b21650,0,0,0,1,1,0
CATMA1b22090,1,0,1,0,1,1
CATMA1b22645,1,0,0,0,0,0
CATMA1b29840,1,0,0,0,0,0
CATMA1b35155,1,0,0,0,1,0
CATMA1b39460,0,0,0,1,1,0
CATMA1b41990,0,1,1,0,1,1
CATMA1b43000,1,0,0,1,0,0
CATMA1b43120,0,0,1,0,0,1
CATMA1b43830,0,0,1,0,0,1
CATMA1b43890,0,0,1,0,1,0
CATMA1b43915,0,1,0,0,1,1
CATMA1b46590,0,1,0,1,0,1
CATMA1b48495,0,0,1,0,0,0
CATMA1b48685,0,0,0,1,0,0
CATMA1b49410,0,0,1,0,0,0
CATMA1b49705,0,1,0,0,0,0
CATMA1b49950,0,0,1,1,0,1
CATMA1b52130,0,0,0,0,0,1
CATMA1b52865,0,0,0,0,1,0
CATMA1b54810,0,0,0,0,1,0
CATMA1b57300,1,0,1,0,0,0
CATMA1b58720,0,0,0,0,1,0
CATMA1b59095,0,0,1,0,0,0
CATMA1b60390,0,0,0,1,0,0
CATMA1b61605,0,1,0,0,0,0
CATMA1b63370,0,0,0,1,0,1
CATMA1b65695,0,0,0,1,0,0
CATMA1b69120,0,0,1,0,0,0
CATMA1b69495,0,1,0,1,0,0
CATMA1b69533,0,0,0,0,1,0
CATMA1b70055,0,0,0,0,0,1
CATMA1c71002,1,0,1,0,0,0
CATMA1c71003,1,0,1,0,1,1
CATMA1c71004,0,0,1,0,0,0
CATMA1c71005,0,0,1,1,0,0
CATMA1c71007,1,0,0,1,1,0
CATMA1c71008,1,1,1,1,1,1
CATMA1c71010,1,0,0,1,1,0
CATMA1c71011,1,0,1,1,1,1
CATMA1c71012,0,0,1,1,1,0
CATMA1c71013,1,0,1,1,0,0
CATMA1c71018,1,0,0,1,1,1
CATMA1c71019,1,0,1,0,0,1
CATMA1c71021,1,0,1,0,0,1
CATMA1c71022,0,0,0,0,1,0
CATMA1c71023,1,0,1,1,0,1
CATMA1c71024,0,0,1,0,1,0
CATMA1c71026,0,0,1,0,0,0
CATMA1c71028,1,0,0,1,1,0
CATMA1c71029,1,1,1,1,1,1
CATMA1c71030,0,0,0,1,0,0
CATMA1c71032,1,1,0,1,1,0
CATMA1c71033,0,0,1,0,0,0
CATMA1c71034,0,1,0,0,0,1
CATMA1c71036,0,0,0,0,0,1
CATMA1c71038,0,0,0,0,1,0
CATMA1c71040,0,1,0,0,0,0
CATMA1c71041,1,0,1,0,0,1
CATMA1c71042,0,0,1,0,0,1
CATMA1c71044,0,0,1,0,0,0
CATMA1c71046,1,0,1,1,0,0
CATMA1c71047,1,1,0,1,1,1
CATMA1c71051,1,0,0,0,1,0
CATMA1c71052,1,1,0,1,1,1
CATMA1c71056,0,0,0,0,1,0
CATMA1c71057,0,0,0,1,0,0
CATMA1c71058,1,0,0,1,1,0
CATMA1c71059,1,1,0,0,1,0
CATMA1c71062,1,0,1,0,0,0
CATMA1c71066,0,0,0,0,1,1
CATMA1c71068,1,0,0,0,1,1
CATMA1c71070,1,0,1,0,1,0
CATMA1c71071,1,0,0,0,0,0
CATMA1c71073,1,0,0,1,1,1
CATMA1c71077,0,0,1,0,1,1
CATMA1c71081,1,1,0,1,1,0
CATMA1c71085,1,1,0,1,1,0
CATMA1c71087,0,1,0,0,0,1
CATMA1c71088,0,0,0,0,1,0
CATMA1c71091,0,0,1,1,1,0
CATMA1c71093,1,1,1,0,1,0
CATMA1c71095,1,0,1,0,0,0
CATMA1c71096,1,0,1,1,0,1
CATMA1c71097,1,0,0,1,0,0
CATMA1c71098,0,0,1,0,0,0
CATMA1c71099,0,0,0,0,1,0
CATMA1c71101,1,1,1,0,0,0
CATMA1c71102,0,0,1,0,0,0
CATMA1c71103,0,0,1,0,1,1
CATMA1c71105,1,0,0,0,0,0
CATMA1c71106,1,1,0,0,1,1
CATMA1c71107,0,0,1,0,1,0
CATMA1c71109,0,0,1,0,0,0
CATMA1c71110,1,1,1,0,1,1
CATMA1c71111,0,0,1,0,1,0
CATMA1c71112,0,1,1,0,1,1
CATMA1c71113,0,0,1,0,1,0
CATMA1c71115,0,0,1,0,0,0
CATMA1c71116,1,0,1,0,0,0
CATMA1c71117,1,1,0,1,1,1
CATMA1c71118,1,0,1,0,0,0
CATMA1c71119,1,0,0,0,0,0
CATMA1c71120,1,0,0,1,1,1
CATMA1c71121,1,0,1,0,0,0
CATMA1c71125,1,0,0,1,1,0
CATMA1c71126,1,1,0,0,0,1
CATMA1c71127,1,0,0,1,0,0
CATMA1c71128,0,0,1,0,0,0
CATMA1c71130,1,0,0,1,1,0
CATMA1c71131,0,0,1,0,0,0
CATMA1c71132,1,1,1,1,1,0
CATMA1c71133,0,0,0,0,1,0
CATMA1c71134,0,0,0,0,1,0
CATMA1c71135,0,1,0,0,0,1
CATMA1c71140,0,0,0,0,1,0
CATMA1c71141,0,0,0,0,1,1
CATMA1c71142,1,0,0,1,1,0
CATMA1c71143,0,0,0,0,1,0
CATMA1c71145,1,1,0,1,0,0
CATMA1c71146,0,0,1,0,0,0
CATMA1c71148,0,0,1,0,0,0
CATMA1c71149,0,0,0,1,0,0
CATMA1c71150,0,0,0,0,1,1
CATMA1c71151,1,0,1,1,1,1
CATMA1c71152,0,0,1,0,0,0
CATMA1c71154,0,0,0,1,0,1
CATMA1c71155,1,0,0,1,1,0
CATMA1c71158,1,0,0,1,1,1
CATMA1c71159,0,0,0,0,1,1
CATMA1c71160,0,0,1,1,1,1
CATMA1c71162,1,0,0,1,1,0
CATMA1c71165,1,0,1,0,1,0
CATMA1c71168,0,0,1,0,1,1
CATMA1c71169,0,0,1,0,0,0
CATMA1c71172,1,0,0,0,0,0
CATMA1c71177,0,1,0,1,1,1
CATMA1c71178,0,1,1,0,0,1
CATMA1c71179,1,0,1,0,1,0
CATMA1c71181,0,1,1,0,0,0
CATMA1c71182,0,1,0,1,0,0
CATMA1c71184,1,0,0,0,1,1
CATMA1c71186,0,0,1,0,0,0
CATMA1c71192,1,0,1,0,1,0
CATMA1c71193,0,0,0,1,1,0
CATMA1c71194,0,0,1,0,0,0
CATMA1c71195,0,0,0,0,1,0
CATMA1c71197,0,0,0,1,1,1
CATMA1c71198,1,0,1,0,1,0
CATMA1c71199,0,1,0,0,0,0
CATMA1c71200,0,0,0,0,1,1
CATMA1c71201,0,0,0,1,1,1
CATMA1c71202,0,0,1,0,0,0
CATMA1c71204,0,0,1,0,1,0
CATMA1c71208,1,0,0,1,1,1
CATMA1c71209,1,0,0,1,1,0
CATMA1c71211,0,0,0,0,1,0
CATMA1c71212,0,0,1,1,0,1
CATMA1c71213,0,0,1,0,0,0
CATMA1c71214,0,0,0,0,1,0
CATMA1c71216,1,1,0,0,0,0
CATMA1c71217,1,0,1,0,1,0
CATMA1c71219,0,0,1,0,0,0
CATMA1c71220,1,0,0,1,1,1
CATMA1c71221,1,0,0,0,0,0
CATMA1c71225,0,0,1,0,0,1
CATMA1c71226,0,0,0,0,0,1
CATMA1c71229,0,1,1,1,0,1
CATMA1c71230,0,0,0,0,1,0
CATMA1c71231,1,0,0,1,1,1
CATMA1c71241,1,0,0,0,1,0
CATMA1c71242,0,0,1,1,0,0
CATMA1c71243,0,0,0,0,1,0
CATMA1c71245,0,1,1,0,1,0
CATMA1c71246,0,0,0,0,1,0
CATMA1c71249,1,0,1,0,0,0
CATMA1c71250,0,0,0,0,1,0
CATMA1c71251,0,0,0,0,1,0
CATMA1c71252,0,0,0,0,0,1
CATMA1c71255,0,0,1,0,0,0
CATMA1c71257,1,0,0,1,1,0
CATMA1c71258,1,0,0,0,0,1
CATMA1c71260,0,0,0,1,1,0
CATMA1c71265,0,0,0,0,0,1
CATMA1c71266,0,0,0,1,0,1
CATMA1c71269,0,0,0,0,0,1
CATMA1c71272,1,0,1,0,0,0
CATMA1c71273,1,0,0,0,0,0
CATMA1c71274,0,0,0,0,1,0
CATMA1c71275,0,0,0,1,1,0
CATMA1c71276,0,0,0,1,0,0
CATMA1c71277,0,0,0,1,0,1
CATMA1c71278,1,0,0,0,0,0
CATMA1c71280,1,0,0,0,1,1
CATMA1c71281,0,0,1,0,0,0
CATMA1c71285,1,0,0,0,0,0
CATMA1c71287,0,0,0,0,1,0
CATMA1c71288,1,0,0,0,1,1
CATMA1c71290,1,1,0,0,0,0
CATMA1c71291,1,1,1,1,0,1
CATMA1c71292,0,0,1,0,0,0
CATMA1c71294,1,0,0,0,0,1
CATMA1c71295,1,0,0,0,0,0
CATMA1c71296,0,0,1,0,0,0
CATMA1c71299,1,1,1,0,1,1
CATMA1c71300,0,0,1,1,1,1
CATMA1c71301,0,1,0,0,0,0
CATMA1c71302,0,0,0,0,1,0
CATMA1c71303,0,0,1,0,1,0
CATMA1c71307,0,0,0,1,1,1
CATMA1c71308,0,0,0,1,0,0
CATMA1c71310,0,0,0,1,0,0
CATMA1c71311,1,0,1,0,0,0
CATMA1c71312,0,0,1,0,1,0
CATMA1c71313,1,0,0,0,1,0
CATMA1c71315,0,0,0,0,1,0
CATMA1c71316,1,1,0,1,1,1
CATMA1c71317,1,0,1,0,1,0
CATMA1c71318,1,0,0,1,0,0
CATMA1c71319,1,0,0,0,1,0
CATMA1c71322,1,0,0,1,0,0
CATMA1c71323,0,0,0,1,0,0
CATMA1c71324,0,0,0,1,1,1
CATMA1c71325,1,0,1,1,1,0
CATMA1c71326,0,0,0,0,1,0
CATMA1c71329,1,0,0,0,0,0
CATMA1c71330,1,0,1,1,1,1
CATMA1c71331,0,0,1,0,0,1
CATMA1c71332,1,0,0,1,0,0
CATMA1c71333,1,0,0,0,0,0
CATMA1c71336,0,0,1,0,0,0
CATMA1c71338,1,1,1,0,0,0
CATMA1c71339,1,1,0,1,1,0
CATMA1c71340,0,0,0,1,0,0
CATMA1c71341,0,0,0,1,0,0
CATMA1c71343,0,0,0,0,1,1
CATMA1c71344,1,0,0,1,1,0
CATMA1c71345,0,1,0,0,0,1
CATMA1c71347,1,0,0,0,0,0
CATMA1c71348,0,0,0,0,1,0
CATMA1c71349,1,0,1,1,1,0
CATMA1c71351,0,0,1,0,0,0
CATMA1c71353,1,1,0,0,0,1
CATMA1c71354,0,1,1,0,1,0
CATMA1c71355,1,0,0,0,0,0
CATMA1c71357,0,0,1,1,0,0
CATMA1c71358,1,0,1,0,0,1
CATMA1c71359,1,1,0,1,1,1
CATMA1c71360,1,1,1,1,0,0
CATMA1c71361,1,1,1,1,0,0
CATMA1c71362,1,0,0,0,0,0
CATMA1c71363,0,0,1,0,1,0
CATMA1c71364,1,0,0,0,1,1
CATMA1c71365,0,0,0,0,1,0
CATMA1c71366,1,0,1,0,1,0
CATMA1c71367,0,0,1,0,1,1
CATMA1c71368,1,0,0,0,0,0
CATMA1c71369,0,1,0,1,0,1
CATMA1c71370,1,0,1,0,1,0
CATMA1c71377,1,0,0,1,1,0
CATMA1c71382,1,0,0,0,1,0
CATMA1c71383,0,1,1,1,0,1
CATMA1c71387,0,1,1,0,0,0
CATMA1c71391,1,0,1,0,0,0
CATMA1c71392,0,0,1,0,1,1
CATMA1c71393,0,0,1,0,0,0
CATMA1c71394,1,0,0,0,1,0
CATMA1c71395,0,0,0,0,1,0
CATMA1c71397,0,0,0,0,0,1
CATMA1c71399,1,0,0,1,0,0
CATMA1c71401,1,1,0,1,1,0
CATMA1c71404,1,0,0,0,0,0
CATMA1c71405,1,0,1,0,1,0
CATMA1c71406,0,0,1,0,0,0
CATMA1c71410,0,0,1,0,1,1
CATMA1c71411,0,1,0,0,0,0
CATMA1c71414,1,0,0,0,0,0
CATMA1c71418,1,0,0,0,0,0
CATMA1c71419,1,0,1,0,1,0
CATMA1c71420,0,0,1,0,0,0
CATMA1c71423,0,0,0,0,0,1
CATMA1c71424,1,0,0,0,1,1
CATMA1c71426,0,0,1,0,0,0
CATMA1c71428,1,0,1,0,0,0
CATMA1c71430,0,0,0,0,0,1
CATMA1c71431,0,0,0,0,1,1
CATMA1c71432,0,1,0,0,0,1
CATMA1c71434,0,0,0,0,1,0
CATMA1c71435,1,1,1,0,1,1
CATMA1c71437,0,0,0,1,0,0
CATMA1c71438,1,1,1,1,1,1
CATMA1c71439,0,1,1,0,1,0
CATMA1c71440,0,0,0,0,0,1
CATMA1c71441,0,0,1,0,1,0
CATMA1c71443,0,0,1,0,0,0
CATMA1c71444,0,0,1,0,1,0
CATMA1c71445,1,0,0,0,1,1
CATMA1c71446,0,0,0,0,1,0
CATMA1c71447,1,0,0,0,0,0
CATMA1c71449,1,1,0,0,1,0
CATMA1c71450,1,0,0,0,0,0
CATMA1c71451,1,1,0,1,0,0
CATMA1c71452,1,1,1,1,1,1
CATMA1c71453,0,1,0,0,0,0
CATMA1c71456,0,1,0,0,0,0
CATMA1c71457,0,1,0,0,0,0
CATMA1c71459,1,0,0,0,1,1
CATMA1c71460,1,0,0,0,0,0
CATMA1c71461,0,0,1,1,1,1
CATMA1c71462,0,0,1,0,0,0
CATMA1c71463,1,0,1,0,0,1
CATMA1c71464,1,0,0,1,1,1
CATMA1c71465,1,0,1,1,1,1
CATMA1c71466,0,0,0,0,0,1
CATMA1c71468,0,0,1,0,0,0
CATMA1c71469,1,0,0,1,1,1
CATMA1c71473,1,0,1,0,0,0
CATMA1c71475,1,0,0,1,1,0
CATMA1c71478,0,0,0,0,1,0
CATMA1c71479,0,0,0,0,1,0
CATMA1c71480,1,0,0,0,0,0
CATMA1c71483,1,0,0,0,0,0
CATMA1c71484,1,0,0,0,0,0
CATMA1c71486,1,0,1,1,1,1
CATMA1c71488,1,0,1,1,1,1
CATMA1c71489,0,0,1,1,0,1
CATMA1c71490,0,1,1,1,0,0
CATMA1c71491,0,0,0,0,1,1
CATMA1c71493,1,0,0,0,0,0
CATMA1c71497,1,0,0,0,0,0
CATMA1c71499,0,0,0,0,1,0
CATMA1c71500,1,0,0,0,0,0
CATMA1c71502,1,0,1,0,0,0
CATMA1c71504,0,0,0,0,1,0
CATMA1c71507,1,0,0,0,0,0
CATMA1c71510,1,0,0,0,0,0
CATMA1c71515,1,1,0,1,1,0
CATMA1c71516,1,0,0,0,1,1
CATMA1c71517,1,0,0,0,0,0
CATMA1c71521,1,1,0,1,1,0
CATMA1c71522,1,1,0,1,1,0
CATMA1c71528,1,0,0,0,0,0
CATMA1c71529,0,0,1,0,0,0
CATMA1c71530,0,1,1,1,0,0
CATMA1c71531,1,0,1,0,0,0
CATMA1c71534,1,0,0,0,0,1
CATMA1c71536,1,1,1,0,1,0
CATMA1c71537,0,1,0,0,0,0
CATMA1c71539,0,0,0,0,1,0
CATMA1c71540,1,0,0,0,0,0
CATMA1c71541,1,0,0,0,0,1
CATMA1c71542,0,1,1,0,0,0
CATMA1c71546,1,0,1,0,0,0
CATMA1c71548,0,0,0,0,0,1
CATMA1c71549,0,0,1,1,0,0
CATMA1c71550,0,0,0,0,1,0
CATMA1c71552,0,0,0,0,1,1
CATMA1c71553,1,0,0,0,0,0
CATMA1c71554,1,0,1,0,0,0
CATMA1c71555,0,0,0,1,0,1
CATMA1c71556,0,0,0,0,0,1
CATMA1c71561,1,0,0,1,0,0
CATMA1c71563,1,0,0,0,1,0
CATMA1c71564,1,1,0,1,0,0
CATMA1c71567,1,0,0,0,0,0
CATMA1c71568,1,0,0,0,1,0
CATMA1c71573,0,0,1,1,0,0
CATMA1c71578,1,0,0,1,1,1
CATMA1c71580,1,0,0,0,0,0
CATMA1c71585,1,0,0,0,0,0
CATMA1c71586,1,0,0,1,1,0
CATMA1c71587,1,0,0,0,1,0
CATMA1c71591,1,0,1,0,0,0
CATMA1c71603,0,0,0,0,1,0
CATMA1c71613,1,0,0,1,1,0
CATMA1c71614,0,0,1,0,0,0
CATMA1c71615,1,1,1,1,1,1
CATMA1c71617,1,0,0,1,1,1
CATMA1c71618,1,0,0,1,1,1
CATMA1c71619,0,0,1,0,1,0
CATMA1c71622,1,0,0,0,1,1
CATMA1c71624,0,0,0,0,1,1
CATMA1c71626,1,0,1,0,0,0
CATMA1c71627,1,0,0,1,1,1
CATMA1c71628,0,0,0,1,0,1
CATMA1c71629,0,1,1,1,1,1
CATMA1c71631,1,1,1,0,1,1
CATMA1c71632,1,1,0,0,1,1
CATMA1c71633,1,0,0,1,1,1
CATMA1c71634,1,0,0,1,1,0
CATMA1c71638,0,0,1,0,0,0
CATMA1c71639,0,1,0,1,1,0
CATMA1c71642,1,0,1,1,1,1
CATMA1c71644,1,0,1,0,0,0
CATMA1c71645,1,0,1,0,1,1
CATMA1c71646,0,0,0,1,1,1
CATMA1c71650,1,0,0,0,0,1
CATMA1c71655,0,0,0,1,1,0
CATMA1c71656,1,0,0,0,1,1
CATMA1c71657,0,0,1,0,0,0
CATMA1c71658,1,0,0,0,1,1
CATMA1c71661,0,1,0,0,1,1
CATMA1c71663,1,1,1,0,1,0
CATMA1c71664,1,1,0,1,1,1
CATMA1c71668,1,0,0,0,0,0
CATMA1c71673,1,0,0,0,1,1
CATMA1c71678,1,0,0,0,0,0
CATMA1c71680,0,0,1,0,0,0
CATMA1c71684,0,0,1,1,0,0
CATMA1c71685,1,0,1,1,1,1
CATMA1c71686,0,0,0,0,1,1
CATMA1c71689,1,0,0,1,1,0
CATMA1c71691,1,0,1,0,0,0
CATMA1c71694,1,0,1,1,0,0
CATMA1c71695,0,0,1,0,0,0
CATMA1c71696,0,0,1,0,0,0
CATMA1c71697,0,0,1,0,0,1
CATMA1c71699,0,0,0,1,0,1
CATMA1c71700,0,0,0,1,0,1
CATMA1c71702,1,0,0,0,0,0
CATMA1c71706,1,0,1,0,0,0
CATMA1c71707,1,0,1,0,0,0
CATMA1c71710,0,0,0,1,0,0
CATMA1c71711,1,0,0,0,0,1
CATMA1c71712,1,0,0,1,1,0
CATMA1c71713,0,0,0,0,1,0
CATMA1c71714,0,0,1,0,0,0
CATMA1c71716,1,0,1,0,0,0
CATMA1c71717,0,0,1,0,1,0
CATMA1c71718,0,1,0,0,0,0
CATMA1c71720,0,1,1,0,0,0
CATMA1c71721,0,0,0,0,1,0
CATMA1c71723,0,0,0,0,1,0
CATMA1c71725,1,0,0,0,0,1
CATMA1c71726,1,0,0,1,1,1
CATMA1c71728,0,0,1,0,0,0
CATMA1c71730,1,0,1,0,0,0
CATMA1c71731,0,0,1,0,0,0
CATMA1c71737,0,0,0,0,0,1
CATMA1c71743,0,0,1,1,0,1
CATMA1c71746,0,0,0,1,1,1
CATMA1c71750,0,0,0,0,1,0
CATMA1c71754,0,0,0,0,1,0
CATMA1c71755,0,1,0,0,0,1
CATMA1c71758,1,0,0,1,1,0
CATMA1c71759,0,0,0,1,0,0
CATMA1c71761,0,0,0,1,1,0
CATMA1c71762,0,0,0,0,1,0
CATMA1c71764,1,0,1,0,1,1
CATMA1c71767,0,1,0,0,0,0
CATMA1c71769,1,0,1,0,1,1
CATMA1c71773,0,0,1,0,0,0
CATMA1c71774,0,0,0,0,1,0
CATMA1c71775,1,0,1,0,0,0
CATMA1c71776,1,0,0,1,1,0
CATMA1c71778,0,0,0,0,0,1
CATMA1c71783,1,0,1,0,0,0
CATMA1c71784,0,0,1,0,0,0
CATMA1c71785,1,0,0,0,1,1
CATMA1c71788,1,0,0,0,1,1
CATMA1c71790,1,0,0,0,0,0
CATMA1c71792,0,0,0,0,1,0
CATMA1c71793,0,0,0,1,0,0
CATMA1c71794,0,0,1,0,0,0
CATMA1c71795,1,1,1,1,1,0
CATMA1c71802,1,0,1,0,1,1
CATMA1c71803,0,1,0,0,1,1
CATMA1c71805,1,0,0,0,1,1
CATMA1c71806,1,0,1,0,0,1
CATMA1c71808,0,0,1,0,0,0
CATMA1c71809,0,0,0,0,0,1
CATMA1c71810,0,0,0,0,1,0
CATMA1c71812,1,0,0,1,1,1
CATMA1c71814,0,0,1,0,0,0
CATMA1c71818,0,0,1,0,0,0
CATMA1c71819,1,0,1,0,0,0
CATMA1c71821,1,0,0,1,0,0
CATMA1c71823,0,0,1,0,0,0
CATMA1c71824,1,0,0,1,1,1
CATMA1c71825,0,0,1,0,0,1
CATMA1c71830,1,0,0,1,1,1
CATMA1c71831,0,0,1,0,1,0
CATMA1c71832,0,1,1,0,1,1
CATMA1c71833,0,0,0,0,1,0
CATMA1c71836,0,0,0,0,1,0
CATMA1c71838,0,0,0,0,1,0
CATMA1c71839,0,0,1,0,1,0
CATMA1c71840,1,0,0,0,1,0
CATMA1c71841,1,0,1,0,1,1
CATMA1c71842,1,0,0,0,1,0
CATMA1c71844,1,0,0,1,1,0
CATMA1c71847,0,0,1,0,1,0
CATMA1c71848,0,0,1,0,0,0
CATMA1c71849,1,0,1,0,1,0
CATMA1c71850,1,0,1,0,0,1
CATMA1c71851,1,0,0,0,0,0
CATMA1c71852,0,0,0,1,1,0
CATMA1c71854,0,0,0,1,0,0
CATMA1c71855,0,0,1,0,1,1
CATMA1c71857,1,1,0,0,1,0
CATMA1c71859,0,0,1,1,1,0
CATMA1c71860,1,0,0,0,0,0
CATMA1c71861,1,0,1,0,1,0
CATMA1c71862,1,0,1,0,0,0
CATMA1c71868,1,0,0,0,1,0
CATMA1c71869,0,0,0,1,1,0
CATMA1c71871,1,0,1,1,1,0
CATMA1c71874,1,0,0,0,1,0
CATMA1c71877,0,1,1,1,1,0
CATMA1c71878,0,0,1,0,0,0
CATMA1c71881,1,0,0,0,0,0
CATMA1c71884,1,0,0,0,0,0
CATMA1c71885,1,0,0,0,0,0
CATMA1c71888,0,0,1,0,0,0
CATMA1c71889,0,0,0,0,1,1
CATMA1c71891,0,0,0,0,1,0
CATMA1c71893,1,0,0,0,1,0
CATMA1c71894,1,1,0,1,1,0
CATMA1c71897,1,1,0,1,1,1
CATMA1c71898,1,1,0,0,1,1
CATMA1c71899,0,0,1,0,0,0
CATMA1c71900,1,0,0,0,0,0
CATMA1c71911,0,0,0,0,1,0
CATMA1c71915,0,0,0,0,1,0
CATMA1c71916,0,1,1,0,0,1
CATMA1c71917,1,0,0,0,0,0
CATMA1c71919,1,0,0,1,1,0
CATMA1c71920,1,0,0,0,0,1
CATMA1c71922,1,0,0,0,1,0
CATMA1c71923,1,0,1,1,0,0
CATMA1c71924,0,0,0,1,0,0
CATMA1c71925,0,0,0,1,0,0
CATMA1c71926,1,0,1,0,1,1
CATMA1c71934,0,0,1,0,0,0
CATMA1c71936,0,0,1,0,0,0
CATMA1c71937,1,0,0,0,0,1
CATMA1c71938,1,0,0,1,1,1
CATMA1c71939,1,1,0,1,1,1
CATMA1c71944,0,0,1,0,0,0
CATMA1c71945,0,0,0,0,0,1
CATMA1c71948,1,0,0,0,0,1
CATMA1c71949,1,0,1,0,1,1
CATMA1c71951,0,0,0,1,0,1
CATMA1c71954,1,1,0,1,1,1
CATMA1c71957,0,0,0,0,1,1
CATMA1c71958,0,0,0,1,1,0
CATMA1c71963,0,0,1,0,1,0
CATMA1c71967,0,0,1,0,0,0
CATMA1c71968,1,0,0,0,0,0
CATMA1c71969,1,0,1,1,1,0
CATMA1c71974,1,0,1,1,0,0
CATMA1c71976,0,0,0,1,0,1
CATMA1c71977,0,0,0,0,1,0
CATMA1c71978,1,0,1,0,0,1
CATMA1c71979,0,0,0,0,1,0
CATMA1c71981,0,1,1,0,1,0
CATMA1c71982,1,0,1,0,1,1
CATMA1c71985,1,0,1,0,1,1
CATMA1c71990,1,0,0,1,1,1
CATMA1c71996,0,1,0,0,1,1
CATMA1c71997,0,0,1,0,1,1
CATMA1c71998,0,1,0,0,0,0
CATMA1c71999,1,0,0,0,0,0
CATMA1c72000,0,0,0,0,0,1
CATMA1c72001,0,0,0,1,1,1
CATMA1c72002,1,1,0,1,1,0
CATMA1c72003,1,0,1,0,0,0
CATMA1c72009,1,0,1,0,1,0
CATMA1c72010,0,1,1,0,0,1
CATMA1c72011,0,1,1,0,1,0
CATMA1c72012,0,0,1,0,0,0
CATMA1c72014,1,0,0,0,0,0
CATMA1c72015,0,0,0,1,0,0
CATMA1c72016,1,0,0,0,0,0
CATMA1c72017,1,0,0,0,0,0
CATMA1c72018,0,0,0,1,1,0
CATMA1c72020,0,0,1,1,0,0
CATMA1c72021,1,0,0,1,1,0
CATMA1c72025,1,0,0,1,1,0
CATMA1c72028,0,0,0,0,1,1
CATMA1c72029,0,0,0,1,0,0
CATMA1c72030,1,0,0,0,1,1
CATMA1c72033,0,0,0,1,0,0
CATMA1c72034,0,0,0,1,0,0
CATMA1c72037,0,0,0,0,1,0
CATMA1c72039,0,0,0,1,0,0
CATMA1c72041,1,0,1,1,1,0
CATMA1c72042,1,0,0,0,0,0
CATMA1c72043,0,0,1,0,1,0
CATMA1c72044,0,0,0,1,0,0
CATMA1c72045,1,0,0,1,0,0
CATMA1c72046,1,0,0,0,0,0
CATMA1c72047,0,0,0,0,0,1
CATMA1c72048,1,1,0,0,1,1
CATMA1c72049,1,0,0,0,1,0
CATMA1c72050,1,0,1,0,1,0
CATMA1c72053,0,0,1,0,1,1
CATMA1c72054,1,0,1,0,0,0
CATMA1c72057,0,0,0,0,1,0
CATMA1c72058,0,1,1,1,0,0
CATMA1c72059,0,0,1,1,0,0
CATMA1c72060,0,0,0,1,0,1
CATMA1c72061,1,0,0,1,1,0
