Treatment,Botrytis,Drought,High Light,Pst,Long Day Senescence,Short Day Senescence
CATMA3A12770,1,1,1,0,0,0
CATMA3A12810,1,0,0,0,0,0
CATMA3A12850,0,1,0,0,0,1
CATMA3A12880,1,0,1,0,1,1
CATMA3A12910,1,0,1,0,1,0
CATMA3A12920,0,0,0,1,1,0
CATMA3A12930,0,0,0,0,1,0
CATMA3A12935,0,1,0,1,1,0
CATMA3A12960,0,0,0,0,1,0
CATMA3A13000,1,0,0,0,0,0
CATMA3A13010,1,0,0,0,0,0
CATMA3A13020,1,0,1,0,1,1
CATMA3A13050,1,0,0,0,0,0
CATMA3A13060,0,0,1,0,0,0
CATMA3A13080,1,0,1,0,0,1
CATMA3A13090,1,0,1,0,0,0
CATMA3A13110,0,0,1,0,1,1
CATMA3A13130,0,0,0,0,1,0
CATMA3A13140,1,0,0,1,0,0
CATMA3A13160,1,0,0,0,0,0
CATMA3A13170,1,0,0,1,1,0
CATMA3A13180,1,0,0,0,0,0
CATMA3A13210,1,0,0,1,0,0
CATMA3A13220,0,1,0,0,0,0
CATMA3A13230,1,0,0,0,1,0
CATMA3A13240,0,0,0,0,0,1
CATMA3A13250,0,0,1,0,1,1
CATMA3A13273,0,0,0,0,1,0
CATMA3A13276,1,0,0,1,1,1
CATMA3A13280,1,0,0,1,1,0
CATMA3A13290,0,1,0,0,1,1
CATMA3A13300,1,0,0,0,1,0
CATMA3A13310,1,0,1,0,0,1
CATMA3A13330,1,0,0,0,1,1
CATMA3a13340,0,0,1,0,0,0
CATMA3A13350,0,0,0,0,0,1
CATMA3A13370,1,0,1,0,0,0
CATMA3A13400,1,0,1,0,1,0
CATMA3A13410,0,0,0,0,1,0
CATMA3A13450,1,0,1,0,0,1
CATMA3A13460,1,0,1,0,1,0
CATMA3A13480,1,1,1,1,1,0
CATMA3A13490,1,0,0,1,1,1
CATMA3A13510,1,0,1,0,0,1
CATMA3A13520,1,0,1,1,1,1
CATMA3A13530,0,0,0,0,1,0
CATMA3a13560,0,0,0,0,1,1
CATMA3A13580,0,0,1,1,1,1
CATMA3A13600,1,0,0,0,0,0
CATMA3A13620,1,0,1,0,0,1
CATMA3A13630,1,0,0,0,0,0
CATMA3A13640,1,0,0,0,0,0
CATMA3A13650,0,0,0,0,1,1
CATMA3A13670,0,0,0,0,1,0
CATMA3A13680,1,0,1,1,0,0
CATMA3A13690,1,0,0,1,1,0
CATMA3A13700,1,0,1,1,1,0
CATMA3A13710,1,0,1,0,1,1
CATMA3A13720,1,0,0,1,1,0
CATMA3A13860,0,0,1,0,1,0
CATMA3A13890,0,0,0,0,1,1
CATMA3A13900,0,0,0,0,1,0
CATMA3a13910,1,1,0,0,1,1
CATMA3A13920,1,1,0,0,0,0
CATMA3a14030,0,0,0,0,1,1
CATMA3A14050,1,0,0,1,1,1
CATMA3A14060,0,0,0,0,1,0
CATMA3A14070,0,1,1,1,0,0
CATMA3A14090,0,0,1,1,1,1
CATMA3A14100,1,0,0,0,0,0
CATMA3A14110,0,1,0,0,1,0
CATMA3A14120,1,1,1,0,1,0
CATMA3A14140,0,0,0,0,0,1
CATMA3A14170,0,0,0,0,1,1
CATMA3A14180,0,0,0,0,0,1
CATMA3A14190,0,0,0,0,1,0
CATMA3A14200,1,1,1,0,0,0
CATMA3A14210,1,1,0,0,0,0
CATMA3A14220,1,0,0,1,0,0
CATMA3A14230,0,0,0,0,1,0
CATMA3A14250,0,0,1,0,0,1
CATMA3A14260,1,0,1,0,1,1
CATMA3A14290,1,1,1,1,1,1
CATMA3A14295,1,0,1,0,1,0
CATMA3A14300,1,0,0,0,1,0
CATMA3A14310,0,0,0,1,1,1
CATMA3A14330,0,0,0,1,1,0
CATMA3A14340,1,1,1,0,1,1
CATMA3A14350,1,0,1,0,0,0
CATMA3A14360,1,0,0,0,0,0
CATMA3A14370,1,0,1,0,0,0
CATMA3A14380,0,0,0,1,1,0
CATMA3A14390,1,0,0,1,1,0
CATMA3A14410,0,1,0,1,1,0
CATMA3A14430,1,0,0,0,0,1
CATMA3A14440,1,1,0,0,0,0
CATMA3A14450,1,1,1,0,0,0
CATMA3A14460,0,0,0,1,1,1
CATMA3A14470,0,1,0,0,1,0
CATMA3A14500,1,0,0,0,0,0
CATMA3A14510,1,0,0,0,0,0
CATMA3A14520,0,0,1,0,0,0
CATMA3A14530,1,0,0,0,0,0
CATMA3A14550,1,0,0,1,1,1
CATMA3a14565,1,1,0,0,1,0
CATMA3A14610,1,0,0,0,0,0
CATMA3A14630,0,0,1,0,0,0
CATMA3A14635,1,0,1,1,1,0
CATMA3a14637,0,0,1,0,0,0
CATMA3A14650,1,0,1,0,1,0
CATMA3A14660,1,0,0,0,0,0
CATMA3A14710,1,1,0,0,1,0
CATMA3A14720,0,0,0,1,1,0
CATMA3A14725,1,1,1,0,1,0
CATMA3A14730,0,0,0,0,1,0
CATMA3A14750,1,0,0,1,1,1
CATMA3A14760,1,0,1,0,1,0
CATMA3A14780,0,0,1,0,0,0
CATMA3a14785,1,0,1,1,1,0
CATMA3A14800,1,0,0,1,0,0
CATMA3A14810,1,0,0,0,1,0
CATMA3A14820,0,0,1,0,0,0
CATMA3A14830,0,0,1,0,1,0
CATMA3A14835,1,0,1,0,0,0
CATMA3A14850,1,0,1,0,1,1
CATMA3A14870,0,1,1,0,1,1
CATMA3A14880,1,0,0,0,1,0
CATMA3A14890,1,0,0,1,1,1
CATMA3A14910,1,0,0,1,1,1
CATMA3A14920,0,0,0,0,1,1
CATMA3A14930,1,0,0,1,1,0
CATMA3A14940,1,0,0,0,1,1
CATMA3A14950,1,0,0,1,1,0
CATMA3A14960,0,0,0,0,1,1
CATMA3A14970,0,1,1,0,1,1
CATMA3A14980,0,0,1,1,1,1
CATMA3A14990,0,0,0,0,1,1
CATMA3A15000,1,0,0,0,0,0
CATMA3A15020,1,0,0,0,1,0
CATMA3A15025,0,0,1,0,0,0
CATMA3A15030,0,1,1,0,0,0
CATMA3A15040,1,0,0,0,1,0
CATMA3A15065,0,0,0,0,1,0
CATMA3A15070,0,0,0,0,1,0
CATMA3A15080,0,0,1,1,0,0
CATMA3a15110,1,0,1,0,0,0
CATMA3A15120,1,0,1,1,1,1
CATMA3A15125,1,1,0,0,0,1
CATMA3A15180,1,1,0,1,1,0
CATMA3A15190,0,0,0,0,1,0
CATMA3A15200,1,0,1,1,1,1
CATMA3A15210,1,0,0,0,0,0
CATMA3A15230,1,0,0,1,0,1
CATMA3A15240,1,0,0,1,1,1
CATMA3A15290,1,1,1,0,1,1
CATMA3A15300,0,0,1,0,0,0
CATMA3A15320,1,0,1,0,0,0
CATMA3A15350,1,0,0,1,1,0
CATMA3A15360,0,0,0,1,0,0
CATMA3A15370,0,0,0,0,1,0
CATMA3A15380,1,0,0,0,0,0
CATMA3A15390,0,0,0,0,1,1
CATMA3A15410,1,0,0,1,1,0
CATMA3A15420,1,0,1,1,1,1
CATMA3A15430,1,0,0,1,1,0
CATMA3A15450,0,0,0,0,0,1
CATMA3a15460,0,0,0,0,0,1
CATMA3A15470,0,0,0,0,1,0
CATMA3A15475,1,0,1,0,1,0
CATMA3A15480,1,0,1,1,1,0
CATMA3a15500,0,0,0,0,0,1
CATMA3A15520,0,0,0,1,0,1
CATMA3A15555,1,0,1,1,1,1
CATMA3A15560,1,0,1,1,1,0
CATMA3A15570,0,0,0,0,1,0
CATMA3A15590,0,0,1,0,0,0
CATMA3A15600,1,0,1,1,1,0
CATMA3A15610,1,0,0,0,1,1
CATMA3A15620,1,0,0,0,0,0
CATMA3A15645,0,1,0,0,1,1
CATMA3A15650,0,0,1,1,1,1
CATMA3A15680,1,1,0,0,0,0
CATMA3A15690,1,0,1,1,0,1
CATMA3A15700,0,0,0,1,1,1
CATMA3A15710,1,0,0,0,0,0
CATMA3A15720,1,0,0,1,0,0
CATMA3A15730,0,0,0,1,0,0
CATMA3A15735,1,0,0,0,0,0
CATMA3A15740,1,0,0,1,0,0
CATMA3A15760,0,0,1,0,0,1
CATMA3A15770,1,0,1,0,1,1
CATMA3A15780,1,0,0,1,1,1
CATMA3A15790,0,0,1,0,1,1
CATMA3A15815,0,0,0,1,1,0
CATMA3A15880,1,0,0,1,1,0
CATMA3A15890,1,0,0,0,1,0
CATMA3A15920,1,0,0,0,0,0
CATMA3a15930,0,0,1,0,0,0
CATMA3A15940,0,0,1,1,1,0
CATMA3A15990,0,0,1,1,1,0
CATMA3A16010,0,0,0,1,1,0
CATMA3A16030,1,0,0,0,0,0
CATMA3A16070,1,0,1,0,0,0
CATMA3A16080,0,0,1,0,1,1
CATMA3A16085,1,0,1,0,1,0
CATMA3A16090,0,0,0,0,1,1
CATMA3A16100,0,0,0,0,1,1
CATMA3A16130,1,0,1,0,1,1
CATMA3A16140,1,0,0,0,0,0
CATMA3A16150,1,0,1,0,1,1
CATMA3A16175,0,0,0,0,1,1
CATMA3A16190,0,0,0,1,0,1
CATMA3A16200,0,0,0,0,1,0
CATMA3A16210,1,0,0,0,0,1
CATMA3A16220,0,0,0,0,1,1
CATMA3A16240,0,0,1,1,1,0
CATMA3A16250,0,0,0,0,1,1
CATMA3A16260,1,0,0,1,1,0
CATMA3A16270,0,0,0,1,0,1
CATMA3A16300,0,0,0,0,1,0
CATMA3A16310,0,0,1,0,1,0
CATMA3A16320,0,0,0,0,1,0
CATMA3A16340,1,1,1,1,0,1
CATMA3A16345,1,0,0,0,0,0
CATMA3A16380,0,1,0,0,1,1
CATMA3A16390,0,1,0,1,1,1
CATMA3A16410,1,0,1,0,1,1
CATMA3A16430,1,0,1,1,0,1
CATMA3A16440,0,0,1,1,1,1
CATMA3A16460,0,0,0,0,1,0
CATMA3A16470,0,1,1,0,0,0
CATMA3A16490,1,0,0,0,1,0
CATMA3A16500,0,0,0,1,0,0
CATMA3a16510,1,0,0,1,1,1
CATMA3A16520,1,0,1,0,1,1
CATMA3A16530,1,1,1,1,1,0
CATMA3A16550,0,0,0,0,0,1
CATMA3a16575,1,0,0,0,0,0
CATMA3A16580,1,0,0,1,1,1
CATMA3A16610,0,0,0,0,0,1
CATMA3A16620,1,0,1,1,1,1
CATMA3A16665,1,0,0,1,1,0
CATMA3A16730,1,0,1,1,0,0
CATMA3A16760,1,0,1,1,0,0
CATMA3A16770,1,1,0,0,1,1
CATMA3A16810,1,0,0,0,1,1
CATMA3A16820,1,0,0,1,1,1
CATMA3A16840,0,0,0,1,1,1
CATMA3A16850,0,0,0,1,0,0
CATMA3A16860,0,0,0,1,1,0
CATMA3A16880,1,0,0,0,0,0
CATMA3A16900,1,0,0,0,0,0
CATMA3A16910,1,0,0,1,0,0
CATMA3A16940,1,0,1,1,1,0
CATMA3A16945,0,0,0,0,1,0
CATMA3a16970,1,1,0,0,0,0
CATMA3a17015,1,0,0,0,0,0
CATMA3A17040,1,1,1,0,0,0
CATMA3A17070,1,0,0,0,0,0
CATMA3A17080,0,0,0,1,1,1
CATMA3a17110,0,0,1,1,1,0
CATMA3A17140,0,0,0,1,1,0
CATMA3A17220,0,0,1,0,1,1
CATMA3A17230,0,0,1,0,0,0
CATMA3A17250,1,1,1,1,1,1
CATMA3A17270,0,0,0,1,0,0
CATMA3A17280,1,1,1,0,0,0
CATMA3A17290,1,0,1,0,1,1
CATMA3A17300,0,1,0,1,0,1
CATMA3A17310,1,0,1,1,1,1
CATMA3A17340,1,1,0,1,1,1
CATMA3A17350,1,0,0,0,0,1
CATMA3A17360,0,0,0,1,0,0
CATMA3A17370,1,0,0,0,0,1
CATMA3A17380,1,0,0,0,0,0
CATMA3A17390,1,0,1,0,0,0
CATMA3A17395,1,0,0,0,0,0
CATMA3A17400,1,0,0,0,0,0
CATMA3A17410,1,1,0,1,0,0
CATMA3A17420,1,0,0,0,0,0
CATMA3A17430,0,0,0,0,1,1
CATMA3A17440,1,0,0,0,1,0
CATMA3A17450,0,0,0,0,1,0
CATMA3A17460,1,1,0,0,1,1
CATMA3A17490,0,0,1,0,0,0
CATMA3A17500,1,0,0,0,0,0
CATMA3A17510,1,0,1,0,0,0
CATMA3A17520,1,1,1,1,1,1
CATMA3A17530,0,0,1,0,1,0
CATMA3a17540,0,0,1,0,0,0
CATMA3A17550,1,0,1,1,1,0
CATMA3A17590,0,0,1,0,0,0
CATMA3A17600,1,0,0,1,1,1
CATMA3A17620,1,1,0,0,1,1
CATMA3A17630,1,0,1,0,0,1
CATMA3A17670,1,1,0,1,0,0
CATMA3A17680,1,0,1,0,0,0
CATMA3A17710,1,1,1,0,0,0
CATMA3A17750,1,0,1,0,0,0
CATMA3A17760,0,0,0,0,0,1
CATMA3A17770,0,0,0,0,0,1
CATMA3A17790,1,0,0,1,1,1
CATMA3A17800,1,0,0,0,1,1
CATMA3A17810,0,1,0,0,0,1
CATMA3A17820,0,0,0,1,1,1
CATMA3A17840,1,1,1,0,1,0
CATMA3A17850,0,0,0,1,0,0
CATMA3A17870,1,0,0,0,0,0
CATMA3A17930,1,0,0,0,1,0
CATMA3A17940,1,0,1,1,0,1
CATMA3A17950,1,0,1,0,0,0
CATMA3A17960,1,1,1,1,1,1
CATMA3A17990,1,0,1,0,1,0
CATMA3A18000,1,0,1,0,1,0
CATMA3A18010,0,0,0,1,0,0
CATMA3A18060,0,0,0,1,0,0
CATMA3A18070,0,0,0,1,0,0
CATMA3A18080,0,0,0,1,1,0
CATMA3A18090,0,0,0,1,1,0
CATMA3A18100,0,0,1,0,0,0
CATMA3A18110,1,1,1,1,0,0
CATMA3A18150,1,0,0,0,0,0
CATMA3A18170,1,0,0,1,0,1
CATMA3A18180,1,0,0,0,0,0
CATMA3A18200,1,0,0,0,0,0
CATMA3A18210,1,0,0,0,0,0
CATMA3A18220,0,1,1,0,0,0
CATMA3A18230,1,0,0,0,0,0
CATMA3A18250,0,0,1,0,0,0
CATMA3A18270,0,0,0,0,1,0
CATMA3A18290,1,0,1,1,1,0
CATMA3A18300,1,0,0,1,1,1
CATMA3A18320,0,0,0,0,1,1
CATMA3A18340,0,0,1,0,1,1
CATMA3A18350,0,0,0,0,0,1
CATMA3A18360,0,1,1,0,1,1
CATMA3A18370,1,0,1,0,0,1
CATMA3A18380,0,0,1,0,1,1
CATMA3A18390,0,1,1,1,1,0
CATMA3A18410,1,0,1,0,0,0
CATMA3A18430,0,0,1,0,1,1
CATMA3A18440,1,0,1,0,0,0
CATMA3A18450,0,0,0,0,1,1
CATMA3A18460,1,0,0,1,1,0
CATMA3A18490,1,1,0,0,1,1
CATMA3A18510,0,0,1,0,0,0
CATMA3A18530,1,0,0,0,1,1
CATMA3A18540,0,0,0,0,1,0
CATMA3a18565,0,0,1,0,1,1
CATMA3A18570,1,0,0,0,0,0
CATMA3A18580,0,0,1,0,0,0
CATMA3A18590,1,0,0,0,1,0
CATMA3A18620,1,0,0,1,1,0
CATMA3A18630,0,1,1,0,0,0
CATMA3A18640,1,1,1,1,0,1
CATMA3A18670,1,0,0,1,1,0
CATMA3A18680,0,0,0,0,1,1
CATMA3A18730,0,0,0,1,1,0
CATMA3A18760,0,0,1,0,1,0
CATMA3A18770,1,0,0,0,0,0
CATMA3A18785,0,0,1,0,0,1
CATMA3A18800,1,1,1,0,0,1
CATMA3A18810,1,0,0,1,1,1
CATMA3A18830,1,0,0,0,1,1
CATMA3A18870,0,0,0,0,0,1
CATMA3A18880,0,0,0,0,0,1
CATMA3A18890,1,0,0,0,1,1
CATMA3A18900,1,0,0,0,1,1
CATMA3a18905,0,0,0,1,0,0
CATMA3A18910,0,0,0,1,1,1
CATMA3a18930,1,0,0,0,0,0
CATMA3A18940,0,1,0,1,1,1
CATMA3A18956,1,0,0,0,0,1
CATMA3A18970,1,1,1,1,0,0
CATMA3A18976,0,0,1,0,0,1
CATMA3A18980,1,1,0,1,1,1
CATMA3A18990,1,0,0,0,0,0
CATMA3A19000,0,0,0,1,0,0
CATMA3A19010,1,0,0,0,1,0
CATMA3A19020,1,0,1,0,1,1
CATMA3A19030,0,0,0,0,1,0
CATMA3A19045,1,0,1,0,0,0
CATMA3A19050,0,0,1,0,0,0
CATMA3A19070,1,0,0,1,1,1
CATMA3A19080,0,1,0,0,0,0
CATMA3A19090,0,0,0,0,1,0
CATMA3A19110,0,0,1,0,0,0
CATMA3A19115,0,0,1,0,0,0
CATMA3A19120,0,0,0,1,0,0
CATMA3A19130,0,0,1,1,1,1
CATMA3A19150,1,0,1,1,0,0
CATMA3A19160,1,0,1,0,1,1
CATMA3A19170,0,0,1,0,1,0
CATMA3A19200,1,0,0,1,1,1
CATMA3A19210,1,0,0,0,0,1
CATMA3A19250,1,0,0,1,1,0
CATMA3A19260,0,1,0,0,1,0
CATMA3A19270,1,0,0,1,0,0
CATMA3A19280,1,0,0,0,1,1
CATMA3A19290,1,0,0,0,0,0
CATMA3a19295,1,0,0,1,1,0
CATMA3a19300,0,0,0,0,1,1
CATMA3A19310,1,0,1,0,0,0
CATMA3A19320,0,0,1,1,1,1
CATMA3A19345,0,1,0,1,0,0
CATMA3A19350,0,0,1,1,0,1
CATMA3A19360,1,0,0,1,1,0
CATMA3A19370,1,0,1,0,0,0
CATMA3A19375,1,1,0,0,0,0
CATMA3A19380,1,0,1,0,0,1
CATMA3a19395,1,0,1,0,1,1
CATMA3A19400,1,0,1,1,1,0
CATMA3A19410,0,0,1,1,0,1
CATMA3A19415,1,0,1,0,1,1
CATMA3A19430,0,0,0,0,1,0
CATMA3A19440,0,0,0,0,1,0
CATMA3A19460,1,0,1,1,1,0
CATMA3A19480,0,0,1,0,1,0
CATMA3A19510,0,0,0,0,0,1
CATMA3A19520,1,0,0,0,1,1
CATMA3A19530,0,0,0,1,1,1
CATMA3A19540,1,0,0,1,0,0
CATMA3A19545,0,0,1,0,0,0
CATMA3A19560,1,0,0,1,1,0
CATMA3A19570,1,0,1,1,1,0
CATMA3A19590,1,1,0,0,1,1
CATMA3A19600,1,1,1,0,1,0
CATMA3A19610,1,0,0,0,0,1
CATMA3A19630,1,0,1,1,0,0
CATMA3A19640,0,0,0,0,1,0
CATMA3A19675,1,1,0,0,0,0
CATMA3a19680,1,0,0,0,1,0
CATMA3A19690,1,0,0,1,0,0
CATMA3A19710,0,0,1,0,0,0
CATMA3a19750,0,0,0,0,1,0
CATMA3a19780,1,1,0,1,1,1
CATMA3A19790,0,1,0,0,0,0
CATMA3A19840,1,0,1,0,1,1
CATMA3A19850,0,0,1,0,0,0
CATMA3A19870,0,0,0,0,1,1
CATMA3A19890,1,0,0,1,1,0
CATMA3A19900,0,0,0,1,0,0
CATMA3A19910,0,0,0,0,1,1
CATMA3A19920,0,1,0,0,0,1
CATMA3A19930,0,0,0,0,1,1
CATMA3A19940,0,0,0,0,1,1
CATMA3A19960,0,1,0,0,0,0
CATMA3A19970,0,0,0,0,0,1
CATMA3A19980,1,0,0,0,1,1
CATMA3A19990,0,1,1,0,0,0
CATMA3A20000,1,0,1,0,1,0
CATMA3A20010,0,0,0,1,1,0
CATMA3A20015,1,0,1,0,0,0
CATMA3A20030,1,0,0,1,1,1
CATMA3A20040,0,0,0,0,1,0
CATMA3A20070,0,0,0,0,1,1
CATMA3A20080,1,0,0,0,0,0
CATMA3A20095,1,0,0,0,0,0
CATMA3A20100,1,0,0,0,1,0
CATMA3A20110,1,0,1,0,0,0
CATMA3A20120,0,0,0,0,1,0
CATMA3A20130,0,0,0,0,1,1
CATMA3A20150,1,0,0,0,1,1
CATMA3a20170,0,0,0,0,0,1
CATMA3A20180,0,0,0,0,1,0
CATMA3A20200,1,0,1,0,0,0
CATMA3A20210,1,0,0,0,1,1
CATMA3a20220,1,0,0,1,0,0
CATMA3A20250,0,0,0,0,1,0
CATMA3a20290,1,0,1,0,0,1
CATMA3A20300,0,0,0,0,1,1
CATMA3A20310,0,0,1,0,0,0
CATMA3A20350,0,1,1,0,1,1
CATMA3A20360,1,0,0,1,0,1
CATMA3A20370,0,0,1,1,1,0
CATMA3A20380,0,1,1,0,1,0
CATMA3A20390,1,1,0,0,1,0
CATMA3A20400,1,1,0,1,1,1
CATMA3A20410,0,0,1,1,1,1
CATMA3A20470,1,0,1,1,0,0
CATMA3A20480,0,0,1,0,0,0
CATMA3A20485,1,0,1,0,0,0
CATMA3A20490,1,0,0,0,1,0
CATMA3A20505,1,1,0,1,1,1
CATMA3A20510,1,0,0,0,1,0
CATMA3A20530,1,0,0,1,1,1
CATMA3A20540,1,0,1,1,1,0
CATMA3A20550,0,0,0,0,1,1
CATMA3A20560,1,0,0,1,1,0
CATMA3A20600,1,0,0,0,0,0
CATMA3A20610,0,0,0,0,1,0
CATMA3a20620,0,0,1,0,0,0
CATMA3A20650,1,0,0,0,0,0
CATMA3A20670,0,0,0,0,1,1
CATMA3A20680,1,0,1,1,0,0
CATMA3a20750,0,0,0,0,0,1
CATMA3A20810,0,0,0,0,1,0
CATMA3a20830,0,1,0,0,0,0
CATMA3A20880,1,1,1,1,1,1
CATMA3A20890,1,0,0,1,0,0
CATMA3A20900,1,0,0,1,1,0
CATMA3A20920,1,1,1,1,1,0
CATMA3A20950,1,0,0,0,0,0
CATMA3A20960,0,0,0,0,1,0
CATMA3A20970,1,0,0,0,0,0
CATMA3A21000,1,0,1,0,1,0
CATMA3A21010,1,0,1,0,0,0
CATMA3A21030,1,0,1,0,1,1
CATMA3A21043,0,0,0,1,0,1
CATMA3A21050,1,0,0,0,1,1
CATMA3A21060,0,0,1,0,0,1
CATMA3a21065,1,0,0,0,1,0
CATMA3A21070,0,0,0,1,0,0
CATMA3A21080,0,0,0,1,0,0
CATMA3a21086,0,0,1,1,0,0
CATMA3A21093,0,0,0,1,0,0
CATMA3A21130,0,0,1,1,0,0
CATMA3A21140,0,1,0,1,0,0
CATMA3A21150,1,0,0,0,0,1
CATMA3A21160,0,0,0,0,1,1
CATMA3A21190,0,0,0,1,0,0
CATMA3a21220,0,0,1,1,0,0
CATMA3A21240,1,1,1,1,1,1
CATMA3A21270,0,1,1,1,1,0
CATMA3A21280,1,0,1,0,1,0
CATMA3A21290,0,0,0,0,1,0
CATMA3A21320,0,1,1,0,1,1
CATMA3A21340,1,0,0,0,0,0
CATMA3A21350,0,0,1,0,0,0
CATMA3A21370,1,0,0,0,0,0
CATMA3A21385,0,0,0,0,1,0
CATMA3A21390,1,1,0,1,1,0
CATMA3A21400,0,0,0,1,0,0
CATMA3A21420,0,0,0,0,1,0
CATMA3A21430,0,1,0,0,1,0
CATMA3A21440,0,0,1,0,1,0
CATMA3A21450,1,0,0,1,1,0
CATMA3A21470,1,0,0,0,1,0
CATMA3A21480,1,0,0,0,1,0
CATMA3A21500,1,0,0,1,0,0
CATMA3A21510,1,0,1,0,0,0
CATMA3A21520,0,0,1,0,0,0
CATMA3A21550,0,0,0,0,1,0
CATMA3A21560,1,0,0,1,1,1
CATMA3A21570,1,1,0,1,1,0
CATMA3A21580,1,0,0,0,1,0
CATMA3A21590,1,0,0,0,0,0
CATMA3A21600,1,0,1,0,0,0
CATMA3A21610,0,1,0,0,1,0
CATMA3A21620,1,1,1,1,1,0
CATMA3A21635,1,0,0,0,1,0
CATMA3A21640,1,0,0,0,1,1
CATMA3a21650,0,0,0,0,1,0
CATMA3A21660,0,1,1,0,1,0
CATMA3A21680,1,0,0,1,1,0
CATMA3A21730,0,0,0,1,1,1
CATMA3A21735,1,0,0,0,0,0
CATMA3A21740,0,0,1,0,0,0
CATMA3A21750,1,1,1,0,1,0
CATMA3a21840,1,0,0,0,1,1
CATMA3A21990,1,1,0,1,1,0
CATMA3A22050,1,0,1,1,1,0
CATMA3A22056,1,0,0,0,0,0
CATMA3A22063,0,0,1,0,1,1
CATMA3a22070,1,0,0,0,0,0
CATMA3A22090,1,1,0,1,1,1
CATMA3A22100,0,0,0,0,0,1
CATMA3A22110,1,0,0,0,0,0
CATMA3A22120,1,0,0,1,1,0
CATMA3A22130,1,0,0,0,0,0
CATMA3A22140,0,1,0,1,1,1
CATMA3A22250,1,0,0,0,0,0
CATMA3A22270,1,1,1,0,1,1
CATMA3A22280,1,0,0,1,1,0
CATMA3a22285,0,0,0,1,0,0
CATMA3A22290,1,0,0,1,1,1
CATMA3A22295,1,0,1,0,0,0
CATMA3A22315,1,0,0,0,1,0
CATMA3A22365,1,1,1,1,1,0
CATMA3A22370,1,1,0,0,0,1
CATMA3A22390,1,0,0,0,0,0
CATMA3A22410,1,1,1,1,0,0
CATMA3A22440,1,1,1,0,0,1
CATMA3A22480,1,0,1,0,0,0
CATMA3A22500,1,0,0,0,1,0
CATMA3A22520,1,0,1,0,1,0
CATMA3A22540,0,0,1,0,0,0
CATMA3A22550,1,0,1,1,0,0
CATMA3A22570,1,0,0,0,0,0
CATMA3A22590,1,0,0,1,1,0
CATMA3A22595,0,0,1,1,0,0
CATMA3A22620,1,0,0,1,0,1
CATMA3A22640,0,0,1,0,0,1
CATMA3a22690,0,1,1,0,0,0
CATMA3A22700,1,0,1,0,1,1
CATMA3A22715,0,0,0,0,1,1
CATMA3A22725,1,0,0,1,1,1
CATMA3A22740,1,0,0,0,0,0
CATMA3A22750,1,0,0,0,0,0
CATMA3a22775,0,1,0,0,1,0
CATMA3A22780,0,0,1,0,1,0
CATMA3A22790,0,0,0,0,1,0
CATMA3A22800,0,0,1,0,0,0
CATMA3A22810,0,0,1,0,0,0
CATMA3A22825,1,0,1,0,0,0
CATMA3A22890,0,0,1,0,0,0
CATMA3A22900,0,0,0,0,1,0
CATMA3A22910,1,0,1,0,0,0
CATMA3A22920,0,0,0,0,1,0
CATMA3A22930,0,0,1,0,1,1
CATMA3A22940,0,0,0,1,0,0
CATMA3A22950,0,0,0,0,1,1
CATMA3A22955,0,0,0,0,0,1
CATMA3A22980,0,0,1,0,0,0
CATMA3A22990,1,0,0,0,0,0
CATMA3A23010,0,0,1,1,1,1
CATMA3A23020,1,1,1,0,0,1
CATMA3A23040,1,0,0,0,1,0
CATMA3A23060,1,0,0,1,1,0
CATMA3A23080,1,0,0,1,1,0
CATMA3A23110,1,0,0,0,0,0
CATMA3A23140,1,0,0,0,1,1
CATMA3A23150,1,0,0,0,0,0
CATMA3A23160,1,0,1,0,1,0
CATMA3A23170,0,0,0,0,1,0
CATMA3A23190,0,0,0,0,1,0
CATMA3A23200,1,0,0,0,1,0
CATMA3A23210,1,0,0,1,1,0
CATMA3A23220,1,0,0,0,0,0
CATMA3A23230,1,0,0,0,0,0
CATMA3A23235,1,0,0,1,1,0
CATMA3a23240,1,0,0,0,1,1
CATMA3A23245,1,1,0,1,1,1
CATMA3A23280,0,0,0,0,0,1
CATMA3A23300,1,0,0,0,1,0
CATMA3A23310,1,1,1,1,0,0
CATMA3a23320,0,0,1,0,0,0
CATMA3A23330,1,0,1,0,1,1
CATMA3A23340,0,0,0,0,1,0
CATMA3A23370,1,0,0,0,0,0
CATMA3A23380,0,0,0,0,1,0
CATMA3A23405,0,0,1,0,1,1
CATMA3A23450,1,0,0,1,1,1
CATMA3a23460,1,1,1,0,1,0
CATMA3A23470,1,0,0,0,0,0
CATMA3A23480,1,0,0,0,0,0
CATMA3A23485,0,0,1,0,0,0
CATMA3A23490,0,0,0,0,1,0
CATMA3A23500,1,0,1,0,0,1
CATMA3A23510,0,0,0,0,1,1
CATMA3A23520,1,0,0,0,1,1
CATMA3A23525,0,0,0,0,0,1
CATMA3A23530,0,0,0,0,0,1
CATMA3A23540,1,1,0,0,1,1
CATMA3A23560,1,1,1,1,1,1
CATMA3A23580,0,0,0,0,1,1
CATMA3a23590,0,0,0,1,0,1
CATMA3A23630,1,0,1,1,0,0
CATMA3A23640,0,0,0,1,0,0
CATMA3A23650,0,0,1,1,1,0
CATMA3A23660,1,0,0,0,1,1
CATMA3A23670,1,0,0,0,0,0
CATMA3A23680,0,0,0,0,1,1
CATMA3A23690,0,0,0,0,1,0
